codigo,titulo,diretor,pais,ano,duracao,produtora,festivais,premios,data_lancamento,tipo_duracao
208,Veludo & cacos-de-vidro,Marco Martins,Brasil,2004,17,Unisul ,Não informado,Prêmio Quanta - Melhor Vídeo no FAM - Florianópolis Audiovisual Mercosul 2004-Contribuição Técnica e Estética no Festival Brasileiro de Cinema Universitário 2004-Melhor Vídeo pelo Júri Popular no Festival Brasileiro de Cinema Universitário 2004- Melhor Figurino no Festival do Filme Fashion 2004.,,Curta-metragem
209,Um sol alaranjado,Eduardo Valente,Brasil,2001,18,Não informado,Não informado,"Brasil: Melhor Filme, Diretor e Roteiro no 6º Festival de Recife, Melhor Filme, Diretor e Atriz no XII Cine Ceará, Melhor Diretor e Melhor Atriz no 30º Festival de Gramado, Melhor Diretor no 34º Festival de Brasília, Melhor Filme 16mm do CURTA-SE (Festival de Aracaju) e Melhor Filme pelo Júri Popular no 1º Paracine e no 7º Festival Brasileiro de Cinema Universitário.Exterior: Primeiro Prêmio na Cinefondation, em Cannes. Melhor Ficção no Festival de Pysek (República Tcheca) e Menção Especial no 5 Festival de Escuelas de Cine (Buenos Aires).",,Curta-metragem
210,Rua da Escadinha 162,M&aacute;rcio C&acirc;mara,Brasil,2002,18,Euphemia Produções,Não informado,Não informado,,Curta-metragem
211,Seu Minervino e a viola caipira,Pedro Dacosta Lyra,Brasil,2005,15,Não informado,Não informado,Menção Honrosa ABDeC - RJ / 10ª Mostra Internacional do Filme Etnográfico,,Curta-metragem
212,Viva volta,Heloisa Passos,Brasil,2005,15,Maquina Filmes,Não informado,"""Melhor documentário no 12º Festival de Cine e Vídeo de Vitória, Melhor documentário no 6º Festival Luso Brasileiro de Sergipe,Melhor som, Melhor montagem e Melhor direção no16&#730; CineCeará,Prêmio aquisição Canal Brasil e Petrobras Porta Curtas no 17º Festival Internacional de curtas metragens de São Paulo.""",,Curta-metragem
213,Pânico em SP,Cl&aacute;udio Morelli,Brasil,1982,10,Não informado,Não informado,Não informado,,Curta-metragem
214,Memória de Deus e do Diabo em Monte Santo e Cocorobó,Agnaldo Siri Azevedo,Brasil,1984,11,Não informado,Não informado,Premio Melhor Filme de Ficção no !X Festival de Cinema da Bahia,,Curta-metragem
215,De Glauber para Jirges,Andr&eacute; Ristum,Brasil,2005,18,Não informado,Não informado,"Hors Concours, Biennale Venezia 2005; Melhor Montagem e Prêmio Especial por pesquisa e resgate Histórico Cinematográfico, Festival de Brasília; Menção Honrosa, 1º Festival Internacional de documentários - É tudo Verdade; Meçhor Montagem, Florianópolis Audiovisual Mercosul.",,Curta-metragem
444,Batuque na cozinha,Anna Azevedo,Brasil,2004,19,Não informado,Não informado,Não informado,,Curta-metragem
216,A voz do morto,S&eacute;rgio Zeigler e Vitor Angelo,Brasil,1993,13,Não informado,Não informado,"17º Guarnicê de Cine-Video do MARANHÃO, onde recebeu o prêmio de MELHOR TRILHA SONORA ADAPTADA;",,Curta-metragem
217,A degola fatal,Cl&oacute;vis Molinari Junior e Ricardo Favilla,Brasil,2004,13,Não informado,Não informado,Premiado na 3ª seleção de Curtas da Petrobrás 2003,,Curta-metragem
218,Chapeleiros,Adrian Cooper,Brasil,1983,24,Não informado,Não informado,"-Melhor Direção, Melhor Fotografia, Melhor Montagem, Melhor Trilha Sonora do 16ª Festival de Cinema - Brasilia-1983.                                                                                                                                    -Melhor Fotografia, Melhor Montagem do 12ª Festival de Cinema de Gramado - 1983-Menção Especial para a Obra do Diretor na 12ª Jornada de Curta-Metragem - Bahia.-Prêmio Especial do Júri Popular - Festival Internacional de Cinema de Nyon - Switzerland -1984.",,Curta-metragem
219,O chapéu do meu avô,Julia Zakia,Brasil,2004,28, Gato do Parque,Não informado,"-6th International Student Film Festival- Belgrado- Sérvia e Montenegro-Prêmio Especial da Cinemateca Yoguslava, pelo Estímulo da Linguagem e Alma do Trabalho.-Prêmio de Expressão Poética- Festival Brasileiro de Cinema Universitário- 2005",,Curta-metragem
220,Sonhozzz,Paulo F. Camacho,Brasil,2005,11,Não informado,Não informado,Não informado,,Curta-metragem
221,Alma nua,Helv&eacute;cio Marins J&uacute;nior,Brasil,2003,6,Não informado,Não informado,Não informado,,Curta-metragem
222,Man.Road.River,Marcellvs L.,Brasil,2004,10,Não informado,Não informado,"2006 - Melhor Vídeo, Videoex 2006, Zeughaus 3, Zürich, Suiça2006 - Melhor Filme, Cine Esquema Novo, Usina do Gasômetro, Porto Alegre, Brasil2006 - Melhor Plano ou Cena, Cine Esquema Novo, Usina do Gasômetro, Porto Alegre, Brasil2006 - Melhor Curta Metragem, 8º Festival do Cinema Brasileiro de Paris, Cine Arlequin, Paris, França2006 - Menção Honrosa, 12th Media City, Annual International Festival of Experimental Film & Video Art, Ontario, Canada2005 - Prêmio Principal, 51st International Short Film Festival Oberhausen, Oberhausen, Germany2005 - Melhor Filme Experimental, Tehran 10th International & 22nd National Short Film Festival 2005, Tehran, Iran2005 - Prêmio Especial do Júri, Videolisboa #5, 5º Festival Internacional de Vídeo, Lisboa, Portugal2005 - Melhor Vídeo Experimental, 32ª Jornada Internacional de Cinema da Bahia, Bahia, Brasil2005 - Prêmio de Ousadia e Risco do Festival do Livre Olhar (FLO), Santander Cultural, Porto Alegre, Brasil2005 - Prêmio de Autor (Marcellvs L.) do Festival do Livre Olhar (FLO), Santander Cultural, Porto Alegre, Brasil2004 - Melhor Filme Experimental, Festival Internacional de Curtas do Rio de Janeiro - Curta Cinema 2004, Cine Odeon BR e Centro Cultural Banco do Brasil, Rio de Janeiro, Brasil.",,Curta-metragem
223,Dá-dos,Pedro Palhares Fernandes,Brasil,2003,12,Não informado,Não informado,Não informado,,Curta-metragem
224,O princípio feminino do sol,N&uacute;cleo Patr&iacute;cia B&aacute;rbara,Brasil,2003,6,Não informado,Não informado,-Menção Honrosa no Festival Brasileiro de Festival Universitário 2003,,Curta-metragem
225,Banco de sangue,Luiz Montes,Brasil,1998,4,Não informado,Não informado,Não informado,,Curta-metragem
1001,O príncipe,Ugo giorgetti,Brasil,2002,101,SP FILMES DE SÃO PAULO ,Não informado,Não informado,,Longa-metragem
227,Para sempre assim,Jo&atilde;o Carlos Lemos e R&oacute;ger Carlomagno,Brasil,2001,7,Não informado,Não informado,-Prêmio Estímulo ao Curta-Metragem do Estado de Minas Gerais-Critic´s Choice no 13 th London American Film Festival (Inglaterra)-Votado Entre os Preferidos do Público na 25º Mostra Internacional de Cinema de São Paulo.,,Curta-metragem
228,Arpoador,Fernanda Ramos,Brasil,2005,4,Não informado,Não informado,Não informado,,Curta-metragem
229,Jugular,Fernanda Ramos,Brasil,1997,5,Não informado,Não informado,-Festival de Brasileiro de Cinema Universitário - Prêmio contribuição à Linguagem cinematografica e Juri Popular-Mostra Curta Cinemateca - 98 - Prêmio Aquisição Canal Brasil,,Curta-metragem
230,Juvenília,Paulo Sacramento,Brasil,1994,7,Olhos de Cão Produções Cinematográficas,Não informado,-Grande Prêmio de Melhor Filme - XVIII Rencontres Internationales Henri Langlois (França)-Melhor Curta Metragem - VIII Riminicinema Mostra Internazionale (Itália)-Medalha de Prata - X Internationales Kurtzfilmfestival Goldene Camera (Alemanha).,,Curta-metragem
231,Imensidade,Amilcar Monteiro Claro,Brasil,2003,15,Não informado,Não informado,"realizado com o Prêmio SAV-Minc para roteiros de curta metragem, recebeu os troféus Melhor roteiro no Festival de Cuiabá; melhor direção e Troféu Samburá para melhor filme no Cine-CE; melhor atriz para Débora Duboc nos festivais de Belo Horizonte (MG) e Vitória (ES).",,Curta-metragem
232,Biografia do tempo,Joana Oliveira e Marcos Pimentel,Brasil,2004,8,Não informado,Não informado,"-Menção Honrosa - Categoria Direção no 4º RECINE - Festival de Cinema de Arquivo - RJ, 2005",,Curta-metragem
233,A moça que dançou depois de morta,&Iacute;talo Cajueiro,Brasil,2003,11,Não informado,Não informado,"-Melhor Roteiro na Categoria Animação - Cine PE - Festival de Recife, PE - 2004-Melhor Trilha Sonora - I Festival de Cinema de Belém, PA - 2004-Melhor Filme - Prêmio UNESCO - 27º Festival Guarnicê de Cinema, MA - 2004-Melhor Trilha Sonora - Mostra ABCV - Associação Brasiliense de Cinema e Vídeo - 2004-Menção Honrosa do Júri, e Prêmio de Aquisição Canal Brasil - 32º Festival de Cinema de Gramado, RS - 2004-Melhor  Curta-Metragem de Animação - Academia Brasileira de Cinema - Grande Prêmio TAM de Cinema - 2004-Prêmio Glauber Rocha de Melhor Filme do Festival, Melhor Filme de Animação, e Melhor Música - XXXI Jornada Internacional de Cinema da Bahia-Melhor Filme - Júri Oficial - 4ª Goiânia Mostra Curta- 2004-Melhor Trilha Sonora - Júri Oficial - 11ª Vitória Cine e Vídeo - 2004-Melhor Animação - Festival Amazonas Filme - Curta Brasil 2004-Melhor Filme 35mm Júri Popular, Melhor Animação 35mm Júri Oficial, e Melhor Filme 35mm com Temática Nordestina - Prêmio Banco do Nordeste - Curta SE - 5 Festival luso-brasileiro de curta-metragens de Sergipe-2005-Melhor Animação - Festival CineGate`s - Brasília 2006",,Curta-metragem
234,Meu nome é Paulo LeminsKi,Cezar Migliorin,Brasil,2004,5,Não informado,Não informado,"-Menção Especial do Júri - Festival a Imagem em 5 Minutos - Salvador, BA-Melhor Filme Experimental - Black&White Audiovisual Festival 2005 - Porto - Portugal -Honorable Mention - Menção Honrosa - 17th Onion City Experimental Film and Video Festival - Chicago/USA-Melhor Vídeo, Melhor Direção na Categoria Vídeo e Melhor Curta Metragem - Cine Ceará - Fortaleza - CE-Best -No-Budget- Film - CinemaTexas 10 - Austin/USA-Melhor Filme (video e 16mm) - Festival Luso-Brasileiro de Santa Maria da Feira - Portugal",,Curta-metragem
235,Transubstancial,Torquato Joel,Brasil,2003,17,Não informado,Não informado,"-Melhor Curta da Crítica (Festival de Brasília)-Melhor Curta, Direção, Prêmio BNB, Melhor Fotografia nos festivais Cine PE e Festival de Belém (PA)",,Curta-metragem
236,Françoise,Rafael Conde,Brasil,2001,22,Filmegraph,"O filme teve sua estréia na mostra competitiva do 29o. Festival de Gramado, 2001, sendo também selecionado para exibição no 12o. Festival Internacional de Curtas de São Paulo, 2001; na I Mostra Curta Goiânia, 2001; no III Festival do Rio BR, 2001; na Mostra Panorama Latino-americano do Festival de Havana / Cuba, 2001; no XXXIV Festival de Brasília, 2001; na XI Mostra Curta Cinema, 2001; na II Mostra Curta Minas, 2001; na V Mostra de Tiradentes, 2002; no Festival de Rotterdam / Holanda, 2002; no Festival Internacional de Curtas de Belo Horizonte, 2002; no 6o Florianópolis Audiovisual Mercosul, 2002; no Festival de Huesca / Espanha, 2002; no Festival de Biarritz / França, 2002; na Mostra Bonequinho Viu do Festival do Rio BR, 2002; no I Panorama Internacional Coisa de Cinema, 2002; no Festival de Vitória, 2002;  no Cinealternative Paris / França, 2002; no VI Festival de Cinema Luso-brasileiro de Santa Maria da Feira / Portugal, 2002; no II Panorama Internacional Coisa de Cinema, 2003; no 15o Festival de Cinema Latino-americano de Toulouse / França, 2003; no 6o Festival Internacional de Curtas-Metragens de Belo Horizonte, 2003; no Festival Primeiro Plano, 2003 e no Cine Santander Cultural, 2003, entre outros","-Melhor Diretor, no IV Florianópolis Audiovisual Mercosul  - 2002-Melhor Atriz (Débora Falabela) e Melhor Ator (Fernando Ernesto), no 34º Festival de Brasília - 2001-Prêmio Especial Associação Brasileira de Documentaristas RJ - Melhor Atriz (Débora Falabella), no III Festival Internacional do Rio 2001-Menção Honrosa da Associação Brasileira de Documentarístas - SP, no 12º Festival Internacional de Curtas de São Paulo - 2001-Prêmio Espaço Unibanco, Prêmio Canal Brasil, ""Os Dez Melhores"" - Escolha do Público, no 12º. Festival Internacional de Curtas de São Paulo - 2001-Melhor Atriz (Débora Falabella), no 29º Festival de Gramado - 2001-Roteiro Vencendor do I Prêmio Estímulo ao Curta-Metragem Associação Curta Minas - 2000",,Curta-metragem
237,Tropel,Eduardo Nunes,Brasil,2000,17,"República Pureza Filmes, TV Zero e 3 Tabela Filmes ",Não informado,Concurso de Roteiros do Ministério da CulturaPrêmio para a realização do filmeFestival Luso Brasileiro de Santa Maria da Feira (PORTUGAL)Estréia em abril de 2000 - Prêmio da CríticaFestival Internacional de Curtas de São Paulo (SÃO PAULO - SP)agosto de 2000 - menção honrosa da ABD SPFestival do Rio 2000 (RIO DE JANEIRO - RJ)novembro de 2000 - Prêmio da ABDeC RJ33º Festival de Brasília (BRASÍLIA - DF)novembro de 2000 - Prêmio de melhor ator (Duda Mamberti)5º Festival de Cinema de Curitiba (CURITIBA - PR)maio de 2001 - prêmio de melhor diretor - melhor ator - melhor fotografia e melhor edição de som,,Curta-metragem
238,Behemoth,Carlos G. Gananian,Brasil,2002,6,Não informado,Não informado,"-Menção Honrosa do júri da ABD&C - Associação Brasileira de Documentaristas e Curta-Metragistas do Rio de Janeiro no 8º Festival Brasileiro de Cinema Universitário, ""pela excelência na execução e pela renovação do gênero de terror no cinema brasileiro""-Menção Honrosa do júri Dark Side no Foco Terror da 14ª Mostra Internacional de Curtas SP, ""pela excelente qualidade e por apontar o talento de um realizador tanto promissor, quanto pertubador""",,Curta-metragem
239,Nocturnu,Dennison Ramalho,Brasil,1998,11,Pagan Filmas e Drops Filmes e Vídeo,Não informado,Não informado,,Curta-metragem
240,Demônios,Christian Saghaard,Brasil,2004,24,Não informado,"-Mostra Terror - Mostra de Cinema de Tiradentes, MG - 2004-Mostra Curta Cinema - Festival Internacional de Curtas Metragens do Rio de Janeiro - 2003 - RJ-Mostra Curta Goiânia 2003 - GO-Mostra do Filme Livre - RJ",-Melhor Filme Hardcore e Melhor Som - Festival Zoom Cine Esquema Novo - Porto Alegre-Menção Honrosa - Festival Internacional de Curtas Metragens de SãoPaulo 2003,,Curta-metragem
241,Candeias: da Boca pra fora,Celso Gon&ccedil;alves,Brasil,2002,17,Não informado,"35a. Festival de Brasília do Cinema Brasileiro (2002);27a. Mostra Internacional de Cinema de São Paulo (2003);VIII É Tudo Verdade - Festival Internacional de Documentários – São Paulo-SP (2003);FESTIVAL DO RIO 2003 - Première Brasil Retratos, - Rio de Janeiro (2003);14° Festival Inernacional de Curtas Metragens de São Paulo (2003);XIII Cine Ceará – Fortaleza-CE (2003);VIII Festival Brasileiro de Cinema Universitário;IV ARARIBÓIA CINE, Niterói – RJ (2005);Mostra do Filme Livre 2004, Rio de Janeiro (2004);16ª Mostra do Audiovisual Paulista (2003);26° Festival Guarnicê de Cinema – São Luís-MA (2003);3° CURTA-SE - Festival Luso- Brasileiro de Curtas-Metragens – Aracaju-SE (2003);7° FAM – Florianópolis Audiovisual do Mercosul, Florianópolis-SC (2003);1° ZoomCineEsquemaNovo – PortoAlegre-RS (2003);Festival Tela em Transe 2003 – São Paulo-SP (2003).",35° Festival de Brasília do Cinema Brasileiro:Melhor Documentário - Prêmio Aruanda; Melhor Pesquisa Cinematográfica;Menção Especial do Júri.VIII Festival Brasileiro de Cinema Universitário:Menção Honrosa do Júri.,2002-07-22,Curta-metragem
242,Boca aberta,Rubens Xavier,Brasil,1984,20,Gira Filmes e Beca Filmes,Não informado,-Melhor Fotografia Festival de Brasília de 1985-Melhor Roteiro Festivalde Gramado 1985.,,Curta-metragem
243,O Galante Rei da Boca,Alessandro Gamo e Lu&iacute;s Rocha Melo,Brasil,2003,50,"CPC UMES, Inventarte Produções Artísticas e Maloca Filmes",Não informado,"-Prêmio de Melhor Documentário Brasileiro pela ABD-SP - Associação Brasileira de Documentáristas - no IX Festival Internacional de Documentários É Tudo Verdade - SP, RJ, DF - 2004-Prêmio de Melhor Pesquisa no RECINE - Festival Internacional de Cinema de Arquivo 2004-Segundo Lugar no Juri Popular e Menção Honrosa no  Festival Latino Americano de Cinema e Vídeo - CINESUL 2004",,Média-metragem
244,Disparos,Tarc&iacute;sio Lara Puiati,Brasil,2000,5,Não informado,Não informado,Não informado,,Curta-metragem
245,A última fábrica,Felipe Nepomuceno,Brasil,2005,8,Raça Filmes,Não informado,"Menção Honrosa, 20º Mostra de Vídeo de Santo André, 2006. Melhor Fotografia/Vídeo, FAM 2006 - 10º Florianópolis Audiovisual Mercosul, 2006.",,Curta-metragem
246,Velinhas,Gustavo Spolidoro,Brasil,1998,11,Gus Gus Cinema,Não informado,"7 prêmios, incluindo Melhor Filme e Direção no 31º Festival de Brasília, Melhor Direção no 26º Festival de Gramado",,Curta-metragem
247,Outros,Gustavo Spolidoro,Brasil,2000,14,Gus Gus Cinema,Não informado,Melhor Filme Brasileiro de 2000 - 2º Grande Prêmio Cinema Brasil/MINC (fev/2001); Melhor Filme - 8º Mix Brasil - Festival da Diversidade Sexual (nov/2000); Melhor Filme - Prêmio da crítica - 28º Festival de Gramado (ago/2000); Melhor filme - Prêmio da OCIC - 3º Festiv; al Internacional de Direitos Humanos de Buenos Aires/AR (dez/2000); Melhor Filme - PrÊmio da ABD/RJ ( Associação Brasileira de Documentaristas e Curta-metra-gistas/RJ - Festival do Rio-BR (nov/2000); Melhor Diretor - 28º Festival de Gramado; Melhor Fotografia - 33º Festival de Vrasília (nov/ 2000); Prêmio do Público - 11º Festival Internacional de Curtas de SP (para os 10 melhores curtas); Prêmio Especial - Júri Gaúcho - 28º Festival de Gramado; Menção Honrosa - III Mostra Brasil Plural - Munique/AL (out/2000); Menção Hontosa - IL Giorni del Condor - Festival de Direitos Humanos - Pessaro/IT (mai/2001); Menção Honrosa - 29º Festival de Cine de Huesca/ES (jun/2001); Prêmio Aquisição Canal Brasil - 11º Festival Internacional de Curtas de SP; Prêmio Aquisição Espaço Unibanco - 11º Festival Internacional de Curtas de SP.,,Curta-metragem
